video_id,title,channel_name,published_date
WMLT4pxwWM0,【歌ってみた】エイリアンエイリアン / ナユタン星人 【天神子兎音cover】,天神 子兎音 Tenjin Kotone,2018-10-13T11:00:16Z
WLgcl9EiRVg,【歌ってみた】ロケット団よ永遠に【#にじさんじロケット団】【文野環/フミ/長尾景】,文野環【にじさんじの野良猫】ふみのたまき,2021-11-23T11:00:11Z
WjMJhygSp9A,【歌ってみた】BAE / 「BaNG!!!」 -Paradox Live（パラライ）【VΔLZcover】【にじさんじ】,長尾 景 / Nagao Kei【にじさんじ】,2020-09-29T09:00:09Z
WDueRRGIKzw,可愛くてごめん / Kawaikute Gomen 【Cover ♡ Vestia Zeta】,Vestia Zeta Ch. hololive-ID,2023-02-14T05:00:09Z
WdVnMvm2-Vo,好き！雪！本気マジック covered by グウェル・オス・ガール,グウェル・オス・ガール / Gwelu Os Gar 【にじさんじ】,2022-12-09T11:50:07Z
WXtKKVJ5rq4,【歌ってみた】ギラギラ - Ado【早瀬走/にじさんじ】,早瀬 走 / Hayase Sou【にじさんじ所属】,2021-09-21T11:00:12Z
WdxieJ3895c,Godzilla - Eminem [Rap Cover],Nene Amano Ch. 天野寧々【kawaii】,2021-10-10T16:00:11Z
WbHsxldgUnc,KING / HACHI .cover 【歌ってみた】,HACHI,2020-10-01T12:00:12Z
WnI3i3sJ1es,神或アルゴリズム / 葉加瀬冬雪 × 甲斐田晴 (cover) 【歌ってみた】,甲斐田 晴 / Kaida Haru【にじさんじ】,2022-08-14T13:00:13Z
WY_dF35_qw8,【歌ってみた】ハイネとクライネ covered by 花譜,花譜 -KAF-,2021-06-24T09:00:13Z
WfRuubO7WT0,【nami】 World is Mine -「ワールドイズマイン」を歌ってみた,*namirin,2011-10-18T10:25:35Z
WPu41S0Vd7g,サムライハート(Some Like It Hot!!) - SPYAIR // covered by 道明寺ここあ,道明寺ここあ / COCOA DOMYOJI,2023-01-26T10:00:08Z
Wk-jg3wdbQg,インスタントヘヴン / ナナヲアカリ(covered by 犬山たまき×夢追翔),Tamaki Ch. 犬山たまき / 佃煮のりお,2021-12-29T11:00:11Z
WcrYTv_5izQ,【Cover Acapella】Kartonyono Medot Janji【Etna Crimson】,Etna Crimson 【NIJISANJI ID】,2020-10-13T08:49:07Z
WoLWZ3wmSoY,【歌ってみた】チェチェ・チェック・ワンツー / vo.獅子神レオナ【VTuber】,獅子神レオナ/レオナちゃんねる,2018-11-16T09:00:04Z
Wa2z1IQG8x8,【歌ってみた】センチメートル / the peggies (cover)【東堂コハク / にじさんじ】,東堂コハク/ Todo Kohaku [にじさんじ],2022-03-28T11:00:11Z
Wc_P4NLtcBM,「愛言葉Ⅲ」歌ってみた【神楽めあ】,神楽めあ / KaguraMea,2018-10-17T11:00:05Z
WaetoKdAXMM,ベテルギウス // covered by 猫又おかゆ＆雪花ラミィ（short Ver.）,Lamy Ch. 雪花ラミィ,2023-03-30T09:00:17Z
Wkx3pbTca7Q,Last Christmas - Production kawaii (Cover),Nene Amano Ch. 天野寧々【kawaii】,2021-12-24T15:00:14Z
Wgrw2GcjM54,シャルル / by 犬山たまき【歌ってみた】,犬山たまき / 佃煮のりおチャンネル,2019-02-26T08:57:47Z
Wl9EcS5As2w,アニマル / 大神ミオ Cover,Mio Channel 大神ミオ,2021-12-27T09:00:30Z
WrVHUPT8o1s,シンデレラ 歌ってみた - DECO*27 ❤ covered by 水蜜もも【歌ってみた / Vtuber】,Momo Ch.水蜜もも🍯🍑,2021-09-18T10:00:12Z
WnhWprSSw8M,【歌ってみた３Dライブ】群青　YOASOBI【椎名唯華/笹木咲/にじさんじ】,椎名唯華 / Shiina Yuika,2021-09-04T11:00:11Z
WfWOHYTPx58,エバ／柊キライ covered by カグラナナ【歌ってみた】,カグラナナchannel／ななかぐら,2021-01-31T03:00:11Z
W_27JMUeLFw,金木犀 - くじら / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2020-07-04T12:00:18Z
WikNe1NlgqI,【歌ってみた】プラスティック・ラブ covered by 花譜,花譜,2019-08-28T09:01:10Z
WieGyIgNQMw,DENKOUSEKKA - ポルカドットスティングレイ ( Cover ) / VESPERBELL カスカ,VESPERBELL,2020-08-13T11:00:10Z
WftnOTiUAbk,群青 - YOASOBI / covered by しぐれうい,しぐれうい,2022-01-21T10:00:13Z
X-int3_Q3YM,【歌ってみた】I LOVE... - Official髭男dism / Covered by 星乃めあ【TBS 火曜ドラマ『恋はつづくよどこまでも』主題歌】,MaiR Official YouTube,2020-02-11T13:00:11Z
WwS6j-HakdE,不死鳥のフランメ (cover）【町田ちま/レヴィ・エリファ】,レヴィ・エリファ-Levi Elipha-,2021-12-25T12:00:13Z
WvFFCu9oMq4,【オリジナルMUSIC VIDEO】すきっ！歌ってみた ときめき♡宣伝部【相羽ういは/にじさんじ】,相羽ういは〖Aiba Uiha〗にじさんじ所属,2020-04-01T13:00:11Z
WqOvo4ClfcU,花の唄(Hana no Uta)｜Suha (cover) 【歌ってみた】,민수하 /Suhaスハ【NIJISANJI】,2021-06-14T10:45:12Z
WtnadSTz0dI,Surges - Orangestar // covered by 凪原涼菜,Meteopolis from RIOT MUSIC,2023-01-29T14:00:15Z
X0FiSvFWzCs,【Cover】 「ゼロ」 / ZERO 【Derem Kado】,Derem Kado 【NIJISANJI ID】,2021-03-06T13:00:15Z
X3OghDrxnB0,スイートマジック - ろん×Junky (Cover) / KMNZ LIZ,KMNZ LIZ,2022-02-14T12:00:24Z
X1T9M4F8sKk,【歌ってみた】劣等上等【ルピナス&すいせい】,Suisei Channel,2018-12-26T09:58:13Z
X3vXZcDS1Y4,フォニイ / ツミキ ‐ covered by カグラナナ,カグラナナchannel／ななかぐら,2021-12-05T11:00:13Z
WsAS2MQVqwM,【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】,にじさんじ,2018-12-31T09:58:12Z
X4d7tvvPPp4,【歌ってみた】ノンブレス・オブリージュ  covered by 花譜,花譜 -KAF-,2022-05-28T09:00:00Z
X6MRMxbp2_g,RAN - Selamat Pagi Cover by NIJISANJI ID,NIJISANJI ID Official,2022-03-13T12:40:55Z
Wt3e_6mUpdk,JKT48 Flying Get Cover by NIJISANJI ID,NIJISANJI ID Official,2020-09-06T13:00:13Z
X1XcjB7Ycf0,夜に駆ける / さくゆい Cover 【 笹木咲・椎名唯華 】,笹木咲 / Sasaki Saku,2020-08-15T15:00:11Z
Wwyfl5sFsb8,【歌ってみた】ANSWER - 前島麻由 - 亜玖魔サキ【究極進化したフルダイブRPGが現実よりもクソゲーだったら OP】,Saki Ch.亜玖魔サキ,2021-05-26T13:00:12Z
WuYPurm-mDI,おねがいダーリン / ナナホシ管弦楽団(covered by 犬山たまき),Tamaki Ch. 犬山たまき / 佃煮のりお,2022-04-16T11:00:11Z
Wlm7mYLHcjo,ド屑 - なきそ / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2022-05-29T09:00:33Z
X8DuimcnAVA,【original】NoDistance/癒月ちょこ【ホロライブ】,Choco Ch. 癒月ちょこ,2022-09-04T15:00:14Z
X8j49duZjwc,阿修羅ちゃん／天音かなた(cover),Kanata Ch. 天音かなた,2021-12-16T09:00:08Z
X8I-nGTMQzQ,ロウワー - Lower one's eyes - ぬゆり / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-12-20T11:00:13Z
WxQED-nBOyE,HIMEHINA『アンノウン・マザーグース』Cover,HIMEHINA Channel,2022-10-07T12:00:17Z
X98iCip-YvA,【歌ってみた】グリズリーに襲われたら♡\cover【周央サンゴ】,周央 サンゴ / Suo Sango【にじさんじ】,2022-02-27T11:00:14Z
X7V2ZyMmunI,【幼女戦記ED】Los! Los! Los! - ターニャ(cv.悠木碧)【亜玖魔サキ/歌ってみた】,Saki Ch.亜玖魔サキ,2022-01-09T13:00:13Z
X61k1-vYNfw,【乙女おと】「KING」歌ってみた【Vtuber／OtomeOto】,乙女おと / Otome Oto,2020-10-24T11:00:12Z
X3lmvEunSi4,戯言スピーカー / ササノマリイ (covered by 緑仙),緑仙 / Ryushen,2019-07-05T12:26:18Z
WqN2gRNY8OM,アイドル - YOASOBI (サビver) // covered by 凪原涼菜,凪原涼菜 / SUZUNA NAGIHARA,2023-05-09T12:00:32Z
WqjlvkL1fDg,ダダダダ天使/ナナヲアカリ/covered by キズナアイ【歌ってみた】,A.I.Channel,2020-06-01T10:00:31Z
Wp0tmehUWgw,fancy baby doll - 田村ゆかり // covered by 朝倉杏子,朝倉杏子 / ANKO ASAKURA,2023-03-13T10:00:09Z
XDytuM3MiJI,【#ぽさんけ】『STEP by STEP UP↑↑↑↑』をデビュー1周年記念に歌ってみた（#天宮こころ #エリーコニファー #ラトナプティ ）【#にじさんじ】,エリー・コニファー / Eli Conifer【にじさんじ】,2020-08-08T11:30:12Z
X1T4tqdlrZQ,【3D cover】未知未踏アルスハイル【#Rumi3D】｜Rumi/懶貓子,Rumi ch. 懶貓子,2022-08-17T14:07:59Z
X051vsUIhNk,【歌ってみた】The Boon! / Covered by 星乃めあ【アイマリン】#アイマリンVTuberうたつなぎ,MaiR Official YouTube,2020-12-23T13:00:13Z
X6t4TtZcTc4,マーシャル・マキシマイザー  (Marshall Maximizer) - Miori Celesta (cover) 【歌ってみた】,Miori Celesta,2022-02-03T03:00:09Z
XG0_qgIUSFU,【 歌ってみた 】KING【奈羅花/にじさんじ】,奈羅花 - Naraka -,2021-07-10T11:30:15Z
Wwon9qK-vpQ,DONBURA KONBURA SPEAKERS (Cover) / VΔLZ(ヴァルツ),甲斐田 晴 / Kaida Haru【にじさんじ】,2022-06-24T13:15:13Z
WtkVMOJiS94,ダーリン/にしな 歌ってみた【相羽ういは/にじさんじ】,相羽ういは〖Aiba Uiha〗にじさんじ所属,2023-05-21T12:00:07Z
XDuipD6iVrU,【歌ってみた】chocolate box / Covered by 獅子神レオナ【dezzy】,獅子神レオナ/レオナちゃんねる,2021-02-14T09:00:15Z
X1WwuNG581Y,【ロシア民謡】Катюша【カグラナナcover】,カグラナナchannel／ななかぐら,2020-02-20T11:00:12Z
X1uuc6PEKQs,【歌ってみた】夜明けと蛍 / ナブナ【Kotone(天神子兎音)cover】,天神 子兎音 Tenjin Kotone,2021-03-26T11:00:25Z
Wy5_bKKv41U,Iekushi Chapipi goes full chuuni and sings "Be Prepared" from the Lion King【LIVE COVER】,Iekushi Chapipi Ch. [VSinger | VTuber],2023-01-19T09:45:01Z
XK10jQIaA7s,【歌ってみた】トウキョウ・シャンディ・ランデヴ - MAISONdes feat. 花譜, ツミキ ｜Rumi/懶貓子,Rumi ch. 懶貓子,2023-01-16T10:00:10Z
X-wfRLgaII4,【manae】夕日坂　歌ってみた,manae ch. / まなえ,2016-11-15T11:24:39Z
XRRdd2xtSDA,【歌ってみた】神っぽいな - ピノキオピー covered by LiLYPSE ＃20,LiLYPSE-リリップス,2022-07-31T15:00:13Z
XJIY-OoKa3k,【歌ってみた】LiSA - 明け星 / 獅子神レオナ(「鬼滅の刃」無限列車編 op）,獅子神レオナ/レオナちゃんねる,2022-02-24T11:00:30Z
XRVv1RWHKec,夏恋花火-Acoustic ver- covered by 西園チグサ,西園チグサ / Nishizono Chigusa,2020-08-31T10:00:12Z
X7-yT9C-EgY,【5声コーラス】アカペラでハモる ニンジーン loves you yeah! - ランカ・リー＝中島愛 // covered by 凪原涼菜,Meteopolis from RIOT MUSIC,2023-04-03T12:00:32Z
X9VWlJaGOFo,【歌ってみた】ハイドアンド・シーク / 19 -iku-【Kotone(天神子兎音)cover】,天神 子兎音 Tenjin Kotone,2019-08-09T12:30:02Z
XSXcuNTlRnc,快晴 / Orangestar full covered by 桃鈴ねね,Nene Ch.桃鈴ねね,2022-08-20T10:50:12Z
X8NiwUykf8U,ニュートンダンス 歌ってみた 【小鳥遊キアラ×博衣こより #KoaraConnect 】,Koyori ch. 博衣こより - holoX -,2022-06-01T11:50:25Z
XMES2Aj9IQ0,Mrs.Pumpkinの滑稽な夢 / ハチ (covered by le jouet),緑仙 / Ryushen,2019-10-31T11:00:12Z
XBp3ezYk5MI,【官方歌回剪輯】Ado/踊 ｜李李鈴蘭,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2022-01-08T12:00:13Z
XE4QgHh6114,The Beginning - ONE OK ROCK ( Cover ) / VESPERBELL ヨミ,VESPERBELL,2020-08-27T11:00:14Z
XLp0sBXPopM,【COVER】Kyun! Vampire Girl - THE iDOLM@STER2【Yazaki Kallin】,Kallin Ch. 夜咲カリン,2020-12-19T00:30:11Z
XJlB0PMDBsY,「惑星ループ」Wakusei Loop 歌ってみた【＊なみりん】,*namirin,2016-11-04T15:44:20Z
XN3oe_aAQ40,フロントメモリー／Covered by紫咲シオン【歌ってみた】,Shion Ch. 紫咲シオン,2021-08-31T11:00:12Z
XV_owsFEbCI,【歌ってみた】花に亡霊 / Covered by 星乃めあ【ヨルシカ】,MaiR Official YouTube,2020-07-10T13:00:11Z
X_4yCNV0F40,Michael Jackson - Thriller(cover Vkids),本間ひまわり - Himawari Honma -,2020-10-30T15:00:14Z
XR8VjHLJmKY,だから僕は音楽を辞めた / ヨルシカ(covered by 犬山たまき),Tamaki Ch. 犬山たまき / 佃煮のりお,2021-08-05T11:00:12Z
XM6c4Ar0R78,【オリジナルMV】「もうそう♡えくすぷれす／‎千石撫子 (CV:花澤香菜)」歌ってみた【神楽めあ】,神楽めあ / KaguraMea,2021-08-03T11:00:12Z
XHx41fSCsqs,インドア系ならトラックメイカー (Cover) / 葉山舞鈴,葉山舞鈴 / Ohayama Ch.,2022-07-02T08:00:13Z
XdCsjBSAoC8,ETERNAL BLAZE/ 水樹奈々 covered by 白雪巴,白雪 巴/Shirayuki Tomoe,2021-06-26T13:00:14Z
XIxlFxpPhqQ,【1周年記念】スターナイトスノウ covered by amatsukauto ໒꒱· ﾟ,Uto Ch. 天使うと,2021-12-14T07:35:37Z
XRU8cqGgMjA,Happy Halloween  (covered by 本間ひまわり),本間ひまわり - Himawari Honma -,2021-10-31T10:00:12Z
XXuMwJIAHsY,ギラギラ / 常闇トワ(cover),Towa Ch. 常闇トワ,2022-04-10T10:30:14Z
XPNdriDzXLA,《Destiny Child》Dayone Dayone「だよねだよね」歌ってみた【＊なみりん】,*namirin,2018-04-14T10:35:16Z
Xctd8Qfyg-8,薄ら氷心中 (A Double Suicide) - 林原めぐみ// covered by 凪原涼菜,凪原涼菜 / SUZUNA NAGIHARA,2020-10-30T10:00:15Z
XLktV8b90o8,モザイクロール(Reloaded)  / DECO*27 (covered by 緑仙),緑仙 / Ryushen,2021-11-11T10:00:12Z
XSGvP4N4Mhc,フィクサー / ぬゆり (covered by 緑仙),緑仙 / Ryushen,2018-09-01T00:14:29Z
XT-ZsZegsPw,JKT48 High Tension Cover by NIJISANJI ID,NIJISANJI ID Official,2020-09-06T13:30:12Z
XFo6bhp4GGg,【歌ってみた】撫でんな / covered by カグラナナ,カグラナナchannel／ななかぐら,2023-02-19T11:00:07Z
XUeXzPyGt_w,五等分の気持ち / #五等分の舞元 (covered by 犬山たまき×神楽めあ×北小路ヒスイ×しぐれうい×電脳少女シロ),Tamaki Ch. 犬山たまき / 佃煮のりお,2021-12-26T11:00:12Z
XjHDmjQzVCg,陽キャJKに憧れる陰キャJKの歌  cover  鹿乃/MKLNtic,鹿乃 まほろ / Mahoro Kano,2022-09-01T10:00:14Z
XmRJz3C0WCc,ヴァンパイア / DECO*27 (covered by 鈴鹿詩子)【歌ってみた】,鈴鹿詩子 Utako Suzuka,2021-08-14T11:00:11Z
X_Z8XP22mMo,白金ディスコ/大神ミオ(cover) -VARK LIVE version,Mio Channel 大神ミオ,2022-02-02T11:22:14Z
Xn2hOjDOZ0g,【椎名もた】Q  / AZKi【歌ってみた】,AZKi Channel,2020-10-08T11:00:12Z
X__RwNE0q9A,輪舞-Revolution (Rondo-Revolution) - 奥井雅美 // covered by 皇美緒奈,Meteopolis from RIOT MUSIC,2022-12-14T10:00:26Z
XNAgdDh4bYI,INTERNET OVERDOSE - KOTOKO // covered by 凪原涼菜,Meteopolis from RIOT MUSIC,2023-03-07T12:00:25Z
XmoOgPsSPTI,【COVER】The World's Continuation / 世界のつづき / Calliope Mori (ONE PIECE: FILM RED),Mori Calliope Ch. hololive-EN,2022-09-12T14:00:13Z
XoOkJdT6mVY,【cover】エンヴィーベイビー/Kanaria【白雪巴/にじさんじ】,白雪 巴/Shirayuki Tomoe,2021-07-18T13:00:12Z
Xdh6iVRzv_k,アニマル / 博衣こより(cover)【ホロライブ/歌ってみた】,Koyori ch. 博衣こより - holoX -,2022-04-21T10:00:12Z
Xfv0OS-M7vM,【歌ってみた】告白氣球｜covered by Rumi懶貓子,Rumi ch. 懶貓子,2022-01-22T11:00:14Z
X_zmIdP3jbg,【Cover】unravel / 奏手イヅル,Izuru Ch. 奏手イヅル,2020-03-30T12:00:10Z
Xn8vVasKDOs,蜜ノ味 / Rain Drops - 三枝明那(cover),三枝明那 / Saegusa Akina,2020-05-27T11:00:13Z
XfzkyqTPafo,ぜんぶあんたのせい / 星街すいせい(Cover),Suisei Channel,2021-09-21T11:00:15Z
XnbxAaIJHfI,夜もすがら君想ふ / 夏色まつり cover,Matsuri Channel 夏色まつり,2022-03-01T15:30:23Z
XsWvk3OxWzE,ハルノヒ - あいみょん(Cover) / 星乃めあ【歌ってみた】「映画クレヨンしんちゃん 新婚旅行ハリケーン ～失われたひろし～」主題歌,MaiR Official YouTube,2019-04-22T10:58:48Z
XXSCKTngrR4,明け星(Akeboshi) - LiSA // covered by 道明寺ここあ,道明寺ここあ / COCOA DOMYOJI,2021-11-08T10:00:11Z
XsXAXgHCfyI,【歌ってみた】ダーリンダンス-亜玖魔サキ 【Vtuber】,Saki Ch.亜玖魔サキ,2022-10-01T12:00:12Z
X_RsOrFsBUs,【 VALORANT 】巨石も山には敵わない。【2021年歌ってみたまとめ】,麻婆豆腐,2021-12-27T11:52:00Z
XRWib2iJQD0,[1.4K SUB SHORT COVER!] Ussewa - Ado | Koa Himari うたってみた♡,Koa Himari Ch. [HAVEN-X],2022-03-11T20:00:58Z
XeUbgKxopEw,【歌ってみた】ハミングがきこえる covered by 花譜,花譜,2019-07-10T09:00:13Z
XwVwg4UYvtg,ヒバナ/雪城眞尋【歌ってみた】,雪城眞尋/Yukishiro Mahiro【にじさんじ所属】,2021-05-04T08:00:15Z
Y-pC9U_usX8,【original】シャンデリア【ホロライブ/紫咲シオン】,Shion Ch. 紫咲シオン,2022-08-17T13:00:11Z
XaBYyZz-cLc,アイデンティティ - Kanaria / Covered by 西園チグサ&朝日南アカネ,西園チグサ / Nishizono Chigusa,2022-05-31T11:00:13Z
XaUh-C9k0T4,マーシャル・マキシマイザー - 柊マグネタイト ( Cover ) / VESPERBELL カスカ,VESPERBELL,2022-01-27T11:00:16Z
Y-gq1WQyaF8,【歌ってみた】Bakamitai - Yakuza OST || @Riksa Dhirendra【NIJISANJI ID】 's arrangement【Nara Haramaung】,Nara Haramaung 【NIJISANJI ID】,2021-01-23T12:00:13Z
XlUhsBX2bLY,【歌ってみた】ラプンツェル/n-buna【町田ちま】,町田ちま【にじさんじ】,2020-01-05T12:00:13Z
Xnl8Sh8sDNM,アニマル ♡ 星川サラ【歌ってみた】,星川サラ / Sara Hoshikawa,2021-12-22T10:00:13Z
Y1So82y91Yw,Im. Scatman,フブキCh。白上フブキ,2019-10-24T12:15:18Z
XxgG991jJ3w,曖昧劣情Lover / 鈴木勝（cover）,鈴木勝 / Suzuki Masaru【にじさんじ】,2019-03-06T15:00:04Z
XnKVIb-gAFs,【Cover】「青空を睨む」Gaze into the sky【NIJISANJI ID | Derem Kado】,Derem Kado 【にじさんじ / NIJISANJI】,2021-10-04T12:30:12Z
XeJOQoqAA3A,ピニャコラーダ - ねじ式（ cover ）/ #乳山3周年,ニュイ・ソシエール //[Nui Sociere],2022-06-30T13:30:14Z
Xw78SFT63eQ,chAngE - miwa (Cover) / VESPERBELL [Live ver.],VESPERBELL,2023-01-19T11:00:09Z
Y98vM_pWsJE,【歌ってみた】Mela! / 緑黄色社会 (cover)【東堂コハク / にじさんじ】,東堂コハク/ Todo Kohaku [にじさんじ],2020-09-30T11:00:13Z
Xt8OQuys3qw,アンチジョーカー/鹿鳴館キリコ(Cover),ジョー・力一 Joe Rikiichi,2022-09-27T10:00:08Z
Y6i9x-aoR4Y,【女性が歌う】どろん / King Gnu (covered by 星乃めあ)【歌ってみた】映画「スマホを落としただけなのに　囚われの殺人鬼」主題歌,MaiR Official YouTube,2020-03-13T12:30:11Z
Y76TS-SPXoQ,【女性が歌う】白日 / King Gnu (covered by 星乃めあ)【歌ってみた】ドラマ「イノセンス冤罪弁護士」主題歌 キングヌー,MaiR Official YouTube,2020-02-20T13:00:12Z
YE8WNbXOdJM,Lost my music - 涼宮ハルヒ(CV.平野綾) // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-15T10:00:10Z
XiyDJo98U9s,ジンクス / RuLu (covered by 緑仙),緑仙 / Ryushen,2023-03-27T10:00:10Z
YFltZQEkDZU,【歌ってみた】-ERROR/niki【弦月藤士郎/にじさんじ】,弦月 藤士郎 / Genzuki Tojiro【にじさんじ】,2021-02-25T11:00:16Z
XjfpkGSy8Q4,Perfect Crime/沙花叉クロヱ(cover),Chloe ch. 沙花叉クロヱ - holoX -,2023-05-16T13:00:09Z
Y5lD3DNCgj4,ぺこーらに、告白しようと思ってる。 covered by グウェル・オス・ガール,グウェル・オス・ガール / Gwelu Os Gar 【にじさんじ】,2022-12-18T08:00:10Z
YDmrR463jfc,傘 / King Gnu (covered by 緑仙),緑仙 / Ryushen,2020-03-05T14:00:12Z
XyL6bhHsNhQ,グレゴリオ /古川本舗 　covered by アルス・アルマル,アルス・アルマル -ars almal- 【にじさんじ】,2020-10-14T10:00:12Z
Y6RkFM3G9V4,QUEEN / ラプラス・ダークネス cover,Laplus ch. ラプラス・ダークネス - holoX -,2022-10-21T10:00:10Z
YB4ndsg1ZUc,【#にじさんじSEEDs1期生出身】Connecting【歌ってみた】,にじさんじ,2018-08-26T11:28:11Z
XoQB8H5zq0g,ハレンチ - ちゃんみな (Cover) / KMNZ LITA,KMNZ LITA,2022-06-30T12:00:18Z
YEX6bL_qW0A,Inner Universe - from Ghost in the Shell 【Cover by RoaFen】,RoaFen【AkioAIR】,2023-01-07T00:00:10Z
YErXYcv6gkQ,【FGO】Phantom Joke - UNISON SQUARE GARDEN/Covered by 獅子神レオナ【歌ってみた】,獅子神レオナ/レオナちゃんねる,2020-01-16T11:00:06Z
XvI5kUS-RPE,跟老鼠掰掰的台語要怎麼說？ #李李鈴蘭,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2022-01-14T15:12:07Z
XpgSrULHibg,アスノヨゾラ哨戒班 ／ Startend cover,Aqua Ch. 湊あくあ,2022-04-16T10:00:50Z
Y4EXvr3XyRE,HOT LIMIT - T.M.Revolution // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-08-26T10:00:31Z
Y533QNpgQtA,『ミステリと言う勿れ』主題歌 カメレオン / King gnu『covered by 律可』歌ってみた,Rikka ch.律可,2022-06-19T11:00:12Z
YEeXNQlYvcg,【#にじさんじ甲子園 】群像夏(Covered by レヴィ・エリファ)【歌ってみた /カバー】【にじさんじ/レヴィ・エリファ】,レヴィ・エリファ-Levi Elipha-,2022-08-26T07:58:09Z
YOuNKm4ApZY,Reaper vs. Sheep -Ouen ver.- 角巻わため x Mori Calliope (Original MV),Mori Calliope Ch. hololive-EN,2022-09-23T14:00:11Z
XzJZ9xi9eNE,【 ORIGINAL MV 】 K/DA - VILLAIN 【 Mythia Batford 】,Mythia Batford,2021-12-01T12:00:13Z
YJiZRxrKUY4,Synchrogazer - 水樹奈々 (Cover) / VESPERBELL カスカ,VESPERBELL,2022-11-24T11:00:22Z
YPm9T622OX0,【Original MV】Howling【ホロライブ/大神ミオ】,Mio Channel 大神ミオ,2021-08-20T13:30:11Z
YVdA-QCcXYc,ClariS「ナイショの話」白銀ノエル×不知火フレア(Cover)【歌ってみた】,Flare Ch. 不知火フレア,2021-06-05T11:00:13Z
YFnkzhUyz18,YOASOBI「怪物」/スターアニマル (ときのそら・星街すいせい・大空スバル・尾丸ポルカ・博衣こより・沙花叉クロヱ) cover,Koyori ch. 博衣こより - holoX -,2022-08-24T13:00:12Z
YP9qo3J2mgw,【歌ってみた】ラブレター - Covered by 獅子神レオナ 【YOASOBI】,獅子神レオナ/レオナちゃんねる,2021-12-02T11:00:12Z
YW6EpdPBV10,【歌ってみた】ヴィラン/てにをは【弦月藤士郎/にじさんじ】,弦月 藤士郎 / Genzuki Tojiro【にじさんじ】,2020-11-29T13:00:09Z
Y0DUgF2EEsU,ジングルベル/covered by キズナアイ【歌ってみた】,A.I.Channel,2019-12-13T10:30:02Z
YGlELfA9LrQ,【オリジナルMV】くじびきアンバランス ₍covered by ルイス・キャミー₎,ルイス・キャミー,2020-07-19T08:30:12Z
YHXB1xp-xXc,ヴァンパイア / DECO*27（covered by アンジュ・カトリーナ）【歌ってみた／にじさんじ】,アンジュ・カトリーナ - Ange Katrina -,2021-06-06T10:00:12Z
YI-_vaXfGoY,ホワイトハッピー ／森中花咲(cover),森中花咲,2021-02-24T10:00:14Z
YRnOLZU1AjI,【歌ってみた】アオイコドク／シナリオアート【隠神こかげ/八尋けい】,ひなたチャンネル (Hinata Channel),2022-10-04T12:00:23Z
Y_IrxjfwL9E,NayutalieN “Planet Loop” Cover 惑星ループ,Bao Ch. 海の幽霊,2017-09-22T20:00:01Z
Y0xwoTxEyUs,強風オールバック：歌ってみた：麻婆豆腐,麻婆豆腐,2023-05-03T08:00:13Z
YbUn7JO2lfQ,なにやってもうまくいかない feat.asmi - meiyo  (covered by 稀羽すう) 【歌ってみた】,稀羽すう - Suu Usuwa -,2022-10-13T13:00:08Z
YUZj4ajfjWs,Departures～あなたにおくるアイの歌～ - EGOIST / 町田ちま(Cover),町田ちま【にじさんじ】,2021-09-05T12:00:12Z
YbnDGwXm7FA,【マクロスフロンティアＯＰ】星間飛行　歌ってみた【相羽ういは/にじさんじ】,相羽ういは〖Aiba Uiha〗にじさんじ所属,2019-10-22T13:00:12Z
YdcUVp3R7Xs,🩸뱀파이어💉ヴァンパイア(Vampire) 🩸 Cover / YANG nari MAO,ヤン・ナリ / Yang Nari 【にじさんじ】,2021-07-15T11:30:14Z
Ye1_UhxSivM,若者のすべて - フジファブリック // covered by 長瀬有花,長瀬有花 / YUKA NAGASE,2022-10-12T11:00:19Z
YFCjxirfrYA,【Elaine】QUEEN【COVER】,Elaine Ch. ◆ KoMETA Virtual Live,2022-08-20T10:00:09Z
YHQKEfC4IbQ,勺Shaun/ABbbb君✧Cover - 萬象霜天 | 中國風,勺Shaun,2021-02-13T19:46:15Z
YXxPu7-pv2A,メーベル / バルーン (covered by 緑仙),緑仙 / Ryushen,2020-02-22T14:00:12Z
YErRrcPd-c4,【記念動画】愛言葉Ⅳ - DECO*27(Cover) / まなえ【歌ってみた】,manae ch. / まなえ,2022-10-26T11:00:10Z
YNxjHKdnwms,【歌ってみた】てんしょうしょうてんしょう / Kikuo【町田ちま】,町田ちま【にじさんじ】,2020-05-24T12:30:11Z
YdWztLgRu6E,ヴァンパイア / 笹木咲 cover【歌ってみた】,笹木咲 / Sasaki Saku,2021-11-11T12:15:14Z
YSL8GARo054,チューリングラブ / ナナヲアカリ Cover ルイス・キャミー/天開司【しゃむつう】,ルイス・キャミー,2022-12-25T11:00:08Z
YIdRXVSUkiA,Yuukei Yesterday -「夕景イエスタデイ」歌ってみた【＊なみりん】,*namirin,2013-08-08T00:14:10Z
